2.0,10802
5.0,10802
3.0,10802
4.0,10802
6.0,10801
7.0,10784
8.0,10708
9.0,10476
10.0,9976
11.0,9239
12.0,8324
13.0,7253
14.0,6082
15.0,5033
16.0,4072
17.0,3247
18.0,2593
19.0,2048
20.0,1588
21.0,1244
22.0,955
23.0,740
24.0,556
25.0,421
26.0,306
27.0,234
28.0,149
29.0,108
30.0,69
31.0,46
32.0,31
33.0,15
34.0,6
35.0,3
