Fri Jul 10 13:19:39 2020    rand_data_py_profile.txt

         525909358 function calls (521666802 primitive calls) in 236.060 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 algorithms.py:1099(SelectNSeries)
        1    0.000    0.000    0.000    0.000 function.py:35(CompatValidator)
        1    0.000    0.000    0.000    0.000 _optional.py:36(_get_version)
        1    0.000    0.000    0.000    0.000 nanops.py:82(bottleneck_switch)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:16(PytestTester)
        2    0.000    0.000    0.000    0.000 generic.py:112(pin_whitelisted_properties)
        2    0.000    0.000    0.000    0.000 numeric.py:249(inferred_type)
        1    0.000    0.000    0.000    0.000 indexing.py:2227(_iAtIndexer)
        1    0.000    0.000    0.000    0.000 zipfile.py:727(_SharedFile)
        1    0.000    0.000    0.000    0.000 ops.py:925(FrameSplitter)
        1    0.000    0.000    0.000    0.000 engines.py:117(PythonEngine)
        3    0.000    0.000    0.000    0.000 expr.py:241(disallow)
        1    0.000    0.000    0.000    0.000 csv.py:131(DictWriter)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:175(Unpickler)
        1    0.000    0.000    0.000    0.000 pytables.py:70(Constant)
        1    0.000    0.000    0.000    0.000 Card_types.py:958(Sorcery)
        1    0.000    0.000    0.000    0.000 Card_types.py:984(Enchantment)
        1    0.000    0.000    0.000    0.000 Card_types.py:1060(Artifact)
        1    0.000    0.000    0.000    0.000 Card_types.py:1202(MTG_Counter)
        1    0.000    0.000    0.000    0.000 Abilities_Effects.py:771(Attached_Effect)
        1    0.000    0.000    0.000    0.000 Zones.py:38(Stack)
        2    0.000    0.000    0.000    0.000 M20_cards.py:322(<lambda>)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 tarfile.py:714(ExFileObject)
        1    0.000    0.000    0.000    0.000 _tensor_str.py:71(_Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:217(CudaError)
        1    0.000    0.000    0.000    0.000 backend.py:4(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:6(Backends)
        1    0.000    0.000    0.000    0.000 variable.py:5(VariableMeta)
        1    0.000    0.000    0.000    0.000 grad_mode.py:53(enable_grad)
        1    0.000    0.000    0.000    0.000 grad_mode.py:100(set_grad_enabled)
        1    0.000    0.000    0.000    0.000 __init__.py:210(CuDNNError)
        1    0.000    0.000    0.000    0.000 __init__.py:239(TensorDescriptorArray)
        1    0.000    0.000    0.000    0.000 __init__.py:269(FilterDescriptor)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:165(FunctionModifiers)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:244(_parameter_list)
        1    0.000    0.000    0.000    0.000 conv.py:345(Conv3d)
        1    0.000    0.000    0.000    0.000 activation.py:156(Hardtanh)
        1    0.000    0.000    0.000    0.000 activation.py:218(ReLU6)
        1    0.000    0.000    0.000    0.000 activation.py:379(SELU)
        1    0.000    0.000    0.000    0.000 activation.py:422(GLU)
        1    0.000    0.000    0.000    0.000 activation.py:494(LeakyReLU)
        1    0.000    0.000    0.000    0.000 activation.py:566(Softplus)
        1    0.000    0.000    0.000    0.000 activation.py:786(PReLU)
        1    0.000    0.000    0.000    0.000 activation.py:897(Softmin)
        1    0.000    0.000    0.000    0.000 loss.py:287(KLDivLoss)
        1    0.000    0.000    0.000    0.000 loss.py:501(BCEWithLogitsLoss)
        1    0.000    0.000    0.000    0.000 loss.py:1058(MultiMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:1120(TripletMarginLoss)
        1    0.000    0.000    0.000    0.000 pooling.py:286(MaxUnpool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:635(FractionalMaxPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:751(_LPPoolNd)
        1    0.000    0.000    0.000    0.000 pooling.py:860(_AdaptiveMaxPoolNd)
        1    0.000    0.000    0.000    0.000 padding.py:23(ConstantPad1d)
        1    0.000    0.000    0.000    0.000 padding.py:268(ReplicationPad1d)
        1    0.000    0.000    0.000    0.000 rnn.py:869(LSTMCell)
        1    0.000    0.000    0.000    0.000 upsampling.py:142(UpsamplingNearest2d)
        1    0.000    0.000    0.000    0.000 _functions.py:50(Gather)
        1    0.000    0.000    0.000    0.000 _functions.py:78(Scatter)
        1    0.000    0.000    0.000    0.000 fused.py:5(ConvReLU2d)
        1    0.000    0.000    0.000    0.000 fused.py:11(LinearReLU)
        1    0.000    0.000    0.000    0.000 __init__.py:1406(_CachedForward)
        1    0.000    0.000    0.000    0.000 __init__.py:1901(TopLevelTracedModule)
        1    0.000    0.000    0.000    0.000 frontend.py:91(FrontendError)
        1    0.000    0.000    0.000    0.000 frontend.py:104(UnsupportedNodeError)
        2    0.000    0.000    0.000    0.000 frontend.py:220(<listcomp>)
        1    0.000    0.000    0.000    0.000 annotations.py:17(Module)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:672(CosineAnnealingWarmRestarts)
        1    0.000    0.000    0.000    0.000 reductions.py:39(SharedCache)
        1    0.000    0.000    0.000    0.000 request.py:1020(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1501(FTPHandler)
        1    0.000    0.000    0.000    0.000 client.py:173(HTTPMessage)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 nturl2path.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:711(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:1065(FileHandler)
        1    0.000    0.000    0.000    0.000 constraints.py:109(_IntegerInterval)
        1    0.000    0.000    0.000    0.000 __init__.py:13(cuFFTPlanCacheAttrContextProp)
        1    0.000    0.000    0.000    0.000 sampler.py:5(Sampler)
        1    0.000    0.000    0.000    0.000 sampler.py:166(BatchSampler)
        1    0.000    0.000    0.000    0.000 dataset.py:243(Subset)
        1    0.000    0.000    0.000    0.000 worker.py:22(ManagerWatchdog)
        1    0.000    0.000    0.000    0.000 fetch.py:7(_BaseDatasetFetcher)
        1    0.000    0.000    0.000    0.000 fetch.py:18(_IterableDatasetFetcher)
        1    0.000    0.000    0.000    0.000 alexnet.py:14(AlexNet)
        1    0.000    0.000    0.000    0.000 resnet.py:118(ResNet)
        1    0.000    0.000    0.000    0.000 squeezenet.py:14(Fire)
        1    0.000    0.000    0.000    0.000 densenet.py:89(DenseNet)
        1    0.000    0.000    0.000    0.000 deeplabv3.py:29(DeepLabHead)
        1    0.000    0.000    0.000    0.000 feature_pyramid_network.py:135(LastLevelP6P7)
        1    0.000    0.000    0.000    0.000 _utils.py:8(BalancedPositiveNegativeSampler)
        1    0.000    0.000    0.000    0.000 mask_rcnn.py:220(MaskRCNNHeads)
        1    0.000    0.000    0.000    0.000 mask_rcnn.py:245(MaskRCNNPredictor)
        1    0.000    0.000    0.000    0.000 keypoint_rcnn.py:233(KeypointRCNNPredictor)
        1    0.000    0.000    0.000    0.000 resnet.py:60(Conv3DNoTemporal)
        1    0.000    0.000    0.000    0.000 ImageMode.py:20(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 _util.py:25(deferred_error)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 model.py:224(RawFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:278(ConstPointerType)
        1    0.000    0.000    0.000    0.000 model.py:293(ArrayType)
        1    0.000    0.000    0.000    0.000 folder.py:177(ImageFolder)
        1    0.000    0.000    0.000    0.000 mnist.py:159(FashionMNIST)
        1    0.000    0.000    0.000    0.000 transforms.py:137(Normalize)
        1    0.000    0.000    0.000    0.000 transforms.py:342(RandomApply)
        1    0.000    0.000    0.000    0.000 transforms.py:780(LinearTransformation)
        1    0.000    0.000    0.000    0.000 transforms.py:1137(Grayscale)
        1    0.000    0.000    0.000    0.000 transforms.py:1167(RandomGrayscale)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:69(RankFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:123(MaxFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:138(ModeFilter)
        1    0.000    0.000    0.000    0.000 flickr.py:104(Flickr30k)
        1    0.000    0.000    0.000    0.000 __init__.py:29(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:28(RTLD_for_MKL)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
        1    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
        1    0.000    0.000    0.000    0.000 pathlib.py:587(_PathParents)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:310(DefragResult)
        2    0.000    0.000    0.000    0.000 numeric.py:2283(_array_equal_dispatcher)
        1    0.000    0.000    0.000    0.000 _exceptions.py:34(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:56(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:83(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:125(AxisError)
        2    0.000    0.000    0.000    0.000 arrayprint.py:464(_recursive_guard)
        1    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        1    0.000    0.000    0.000    0.000 index_tricks.py:257(OGridClass)
        1    0.000    0.000    0.000    0.000 polynomial.py:30(RankWarning)
        1    0.000    0.000    0.000    0.000 utils.py:53(_set_function_name)
        1    0.000    0.000    0.000    0.000 shutil.py:58(SameFileError)
        1    0.000    0.000    0.000    0.000 core.py:867(_DomainGreater)
        2    0.000    0.000    0.000    0.000 core.py:889(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1131(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:1335(make_mask_descr)
        1    0.000    0.000    0.000    0.000 Player.py:274(<listcomp>)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 wintypes.py:20(VARIANT_BOOL)
        1    0.000    0.000    0.000    0.000 wintypes.py:104(_SMALL_RECT)
        1    0.000    0.000    0.000    0.000 wintypes.py:111(_COORD)
        1    0.000    0.000    0.000    0.000 wintypes.py:120(SIZE)
        1    0.000    0.000    0.000    0.000 typing.py:1165(_Protocol)
        1    0.000    0.000    0.000    0.000 typing.py:1361(NamedTupleMeta)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:160(setfirstweekday)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:103(EmptyDataError)
        1    0.000    0.000    0.000    0.000 generic.py:79(_ABCGeneric)
        1    0.000    0.000    0.000    0.000 inspect.py:478(getmro)
        1    0.000    0.000    0.000    0.000 dis.py:199(Instruction)
        1    0.000    0.000    0.000    0.000 offsets.py:1476(SemiMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1895(BQuarterEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:2007(BYearEnd)
        2    0.000    0.000    0.000    0.000 base.py:3845(_has_complex_internals)
        1    0.000    0.000    0.000    0.000 accessor.py:14(BaseAccessor)
        1    0.000    0.000    0.000    0.000 numeric.py:223(IntegerIndex)
        1    0.000    0.000    0.000    0.000 interval.py:115(SetopCheck)
        1    0.000    0.000    0.000    0.000 indexing.py:37(_IndexSlice)
        1    0.000    0.000    0.000    0.000 indexing.py:2197(_AtIndexer)
        1    0.000    0.000    0.000    0.000 blocks.py:2000(ObjectValuesExtensionBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2018(FloatOrComplexBlock)
        1    0.000    0.000    0.000    0.000 accessors.py:303(CombinedDatetimelikeProperties)
        1    0.000    0.000    0.000    0.000 engines.py:100(NumExprEngine)
        1    0.000    0.000    0.000    0.000 ops.py:494(Div)
        1    0.000    0.000    0.000    0.000 ops.py:586(FuncNode)
        2    0.000    0.000    0.000    0.000 expr.py:148(_is_type)
        1    0.000    0.000    0.000    0.000 expr.py:728(PythonExprVisitor)
        1    0.000    0.000    0.000    0.000 csv.py:70(unix_dialect)
        3    0.000    0.000    0.000    0.000 parsers.py:396(_validate_names)
        1    0.000    0.000    0.000    0.000 parquet.py:133(FastParquetImpl)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:52(_LoadSparseSeries)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:70(_LoadSparseFrame)
        1    0.000    0.000    0.000    0.000 pytables.py:2644(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pytables.py:4493(AppendableMultiSeriesTable)
        1    0.000    0.000    0.000    0.000 _testing.py:2654(SubclassedCategorical)
        1    0.000    0.000    0.000    0.000 Concepts.py:429(Protection)
        1    0.000    0.000    0.000    0.000 Zones.py:135(Library)
        1    0.000    0.000    0.000    0.000 Zones.py:181(Hand)
        1    0.000    0.000    0.000    0.000 M20_cards.py:1397(<listcomp>)
        1    0.000    0.000    0.000    0.000 M20_cards.py:2139(<listcomp>)
        1    0.000    0.000    0.000    0.000 _utils.py:347(ExceptionWrapper)
        2    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:661(BoolStorage)
        1    0.000    0.000    0.000    0.000 process.py:325(AuthenticationString)
        1    0.000    0.000    0.000    0.000 process.py:339(_MainProcess)
        1    0.000    0.000    0.000    0.000 utils.py:55(Argument)
        1    0.000    0.000    0.000    0.000 function.py:80(FunctionMeta)
        1    0.000    0.000    0.000    0.000 function.py:243(InplaceFunction)
        1    0.000    0.000    0.000    0.000 anomaly_mode.py:75(set_detect_anomaly)
        1    0.000    0.000    0.000    0.000 profiler.py:311(emit_nvtx)
        1    0.000    0.000    0.000    0.000 __init__.py:200(CuDNNHandle)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:361(_FinalForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:769(_ExtensionsGenericMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1366(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 conv.py:481(_ConvTransposeMixin)
        1    0.000    0.000    0.000    0.000 conv.py:643(ConvTranspose2d)
        1    0.000    0.000    0.000    0.000 activation.py:609(Softshrink)
